class_acc,class_loss,loss,val_class_acc,val_class_loss,val_loss,val_xmax_loss,val_xmax_mae,val_xmin_loss,val_xmin_mae,val_ymax_loss,val_ymax_mae,val_ymin_loss,val_ymin_mae,xmax_loss,xmax_mae,xmin_loss,xmin_mae,ymax_loss,ymax_mae,ymin_loss,ymin_mae
0.5838815569877625,1.2488412857055664,1.7777798175811768,0.0758928582072258,2.289215326309204,3.0700204372406006,0.21812382340431213,0.4102397859096527,0.3288174271583557,0.5177953243255615,0.14016477763652802,0.3388062119483948,0.09369892627000809,0.2220732867717743,0.07444489747285843,0.21191225945949554,0.11225497722625732,0.24151082336902618,0.2452789843082428,0.30407121777534485,0.09695993363857269,0.2314693182706833
0.7779605388641357,0.6763207912445068,0.8686907291412354,0.0513392873108387,2.400022268295288,3.098492383956909,0.3713802397251129,0.5488503575325012,0.15668247640132904,0.3251420557498932,0.07679480314254761,0.2438109666109085,0.09361272305250168,0.22255106270313263,0.05108213052153587,0.1733652651309967,0.04767432063817978,0.16233836114406586,0.05161068215966225,0.18095669150352478,0.04200275242328644,0.16057732701301575
0.8569079041481018,0.4292774200439453,0.5678026080131531,0.0491071417927742,2.494493007659912,3.660142183303833,0.28978317975997925,0.47918394207954407,0.38779589533805847,0.5698064565658569,0.32912275195121765,0.5232229828834534,0.15894760191440582,0.27698275446891785,0.037406012415885925,0.14843899011611938,0.03721710667014122,0.14418667554855347,0.03342750295996666,0.14367836713790894,0.030474448576569557,0.13487166166305542
0.8629385828971863,0.4459007680416107,0.5754526257514954,0.078125,2.7322983741760254,3.7636821269989014,0.15398740768432617,0.3426757752895355,0.2184510976076126,0.39506927132606506,0.48805370926856995,0.6397994160652161,0.17089161276817322,0.3009510040283203,0.03724617883563042,0.14608237147331238,0.03211615979671478,0.13392873108386993,0.03323269635438919,0.14089396595954895,0.02695680782198906,0.12610755860805511
0.9117324352264404,0.2675905227661133,0.370404988527298,0.0691964253783226,3.230489730834961,3.850116729736328,0.14897331595420837,0.3330930769443512,0.06545133888721466,0.20423783361911774,0.30242326855659485,0.49118563532829285,0.10277938097715378,0.23264046013355255,0.027729062363505363,0.1259201020002365,0.025393839925527573,0.11993710696697235,0.028615888208150864,0.13236287236213684,0.021075643599033356,0.11151488125324249
0.9232456088066101,0.23840704560279846,0.3319495618343353,0.0647321417927742,2.6209635734558105,3.2642951011657715,0.09529073536396027,0.264339804649353,0.11062663048505783,0.2710067927837372,0.3333692252635956,0.5208001136779785,0.10404510051012039,0.24411141872406006,0.022116830572485924,0.11189929395914078,0.02370341680943966,0.11256367713212967,0.025898002088069916,0.12190452963113785,0.021824246272444725,0.11141697317361832
0.9265350699424744,0.2285711020231247,0.3220772445201874,0.0625,2.9187045097351074,3.578428268432617,0.11013885587453842,0.2913067638874054,0.1760960817337036,0.34838971495628357,0.2952725887298584,0.48875316977500916,0.078216053545475,0.2519243359565735,0.024334628134965897,0.11542651802301407,0.02348356321454048,0.11124247312545776,0.02552606165409088,0.12376676499843597,0.020161837339401245,0.1066613495349884
0.9270833134651184,0.2120411992073059,0.30042508244514465,0.0848214253783226,2.8414549827575684,3.7276771068573,0.2558799982070923,0.4458902180194855,0.10868000239133835,0.2705976068973541,0.34662583470344543,0.5276697874069214,0.1750362068414688,0.30951884388923645,0.024491120129823685,0.1140991598367691,0.018176918849349022,0.09956268966197968,0.025759970769286156,0.12189070135354996,0.019955946132540703,0.10733510553836823
0.9550438523292542,0.13820406794548035,0.21926143765449524,0.0714285746216774,4.657317161560059,5.129052639007568,0.08649514615535736,0.248057559132576,0.07056818902492523,0.21534739434719086,0.20250745117664337,0.40185946226119995,0.11216555535793304,0.2250385284423828,0.020281672477722168,0.10401612520217896,0.01668664813041687,0.0946265235543251,0.024667296558618546,0.12285075336694717,0.01942175067961216,0.10501536726951599
0.9539473652839661,0.1625235378742218,0.2356371432542801,0.0959821417927742,2.6765265464782715,3.0581705570220947,0.14877040684223175,0.3379799425601959,0.07355719059705734,0.22548577189445496,0.08000072091817856,0.2296898066997528,0.07931580394506454,0.23432378470897675,0.01909225806593895,0.10080242902040482,0.01558725070208311,0.09141690284013748,0.02160995826125145,0.11278008669614792,0.0168241448700428,0.097134530544281
0.9577850699424744,0.13741052150726318,0.2167542427778244,0.1049107164144516,3.268793821334839,3.709973096847534,0.13507668673992157,0.31980133056640625,0.09572000056505203,0.24666689336299896,0.1269793063402176,0.32272595167160034,0.08340299129486084,0.23782946169376373,0.018865229561924934,0.10366008430719376,0.019478442147374153,0.09988493472337723,0.02303631603717804,0.11653163284063339,0.017963746562600136,0.09917324781417847
0.9736841917037964,0.10623201727867126,0.17486515641212463,0.109375,2.6301541328430176,3.088461399078369,0.16889381408691406,0.3543751537799835,0.10123558342456818,0.2550681531429291,0.0930483490228653,0.27697208523750305,0.09512974321842194,0.2197137176990509,0.017864786088466644,0.1002485379576683,0.015252383425831795,0.09292685240507126,0.01976253092288971,0.10597796738147736,0.015753403306007385,0.09171773493289948
0.9747806787490845,0.09208561480045319,0.15737128257751465,0.1294642835855484,2.1057658195495605,2.612670660018921,0.15099963545799255,0.3308059275150299,0.07989279180765152,0.23170636594295502,0.17831242084503174,0.3820333480834961,0.09770016372203827,0.22259081900119781,0.01787273958325386,0.0984676256775856,0.014854480512440205,0.0890929326415062,0.018242279067635536,0.10235032439231873,0.01431614812463522,0.08858633786439896
0.9725877046585083,0.09095500409603119,0.14862433075904846,0.15625,2.258617639541626,2.8355584144592285,0.20655150711536407,0.39856022596359253,0.0934271290898323,0.2516602575778961,0.15705344080924988,0.35752010345458984,0.11990918219089508,0.23437285423278809,0.014119940809905529,0.0878436416387558,0.012788993306457996,0.08114153146743774,0.017254721373319626,0.09777939319610596,0.013505712151527405,0.08705142140388489
0.9742324352264404,0.07138840109109879,0.12577934563159943,0.2477678507566452,2.6367862224578857,2.9755361080169678,0.07704098522663116,0.23267176747322083,0.09145259112119675,0.2543988823890686,0.06672912836074829,0.21742776036262512,0.10352692753076553,0.23154903948307037,0.012745983898639679,0.08481001108884811,0.01237441785633564,0.07903842628002167,0.01579831726849079,0.09456418454647064,0.013472226448357105,0.08702767640352249
0.9429824352264404,0.19079549610614777,0.2615526020526886,0.4464285671710968,2.005798816680908,2.474759578704834,0.17659898102283478,0.3680853545665741,0.0859101265668869,0.23327529430389404,0.1132202222943306,0.2999514043331146,0.09323137998580933,0.2227262705564499,0.016918890178203583,0.09647827595472336,0.0166145171970129,0.09269512444734573,0.020288990810513496,0.10928389430046082,0.016934704035520554,0.09653682261705399
